"","Language","Subscription.Type","Subscription.Event.Type","Purchase.Store","Purchase.Amount","Currency","Demo.User","Free.Trial.User","Auto.Renew","Country","User.Type","Lead.Platform","Email.Subscriber","Push.Notifications","Send.Count","Open.Count","Click.Count","Unique.Open.Count","Unique.Click.Count","Dollar_val","sub_len_mnth","cluster"
"11823","ESP","Limited","RENEWAL","Web",119,"USD","No","No","On","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,119,13.0714285714286,4
"18794","ESC","Lifetime","INITIAL_PURCHASE","Web",0,"USD","Yes","No","Off","Europe","Consumer","App","Yes","Yes",NA,NA,NA,NA,NA,0,1044.17857142857,1
"34882","ESP","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",6,0,0,0,0,0,3.28571428571429,2
"9620","ALL","Lifetime","INITIAL_PURCHASE","Web",199,"USD","No","No","Off","Other","Other","Unknown","No","No",8,4,0,2,0,199,1027.89285714286,4
"7701","RUS","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",182,180,0,180,0,0,13.0357142857143,5
"14009","ALL","Lifetime","INITIAL_PURCHASE","Web",199,"USD","No","No","Off","Other","Other","Unknown","No","No",11,11,0,3,0,199,1028.5,4
"4031","ALL","Lifetime","INITIAL_PURCHASE","Web",199,"USD","No","Yes","Off","US/Canada","Consumer","Web","Yes","Yes",3,0,0,0,0,199,1034.82142857143,5
"34397","ESP","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","On","US/Canada","Consumer","App","No","Yes",9,8,0,1,0,0,10.3214285714286,2
"30832","ESP","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","On","US/Canada","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,3.21428571428571,2
"19794","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,6.57142857142857,4
"27931","FRA","Limited","RENEWAL","App",NA,"NULL","No","Yes","On","US/Canada","Consumer","App","Yes","Yes",8,0,0,0,0,0,10.3214285714286,2
"25111","FRA","Limited","RENEWAL","Web",6.67,"GBP","No","No","Off","Other","Other","Unknown","No","No",5,4,0,2,0,8.8044,14.1785714285714,4
"39484","EBR","Limited","INITIAL_PURCHASE","App",69990000,"EUR","Yes","No","On","Europe","Consumer","App","Yes","Yes",NA,NA,NA,NA,NA,83.2881,6.53571428571429,2
"18974","ITA","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","On","US/Canada","Consumer","Web","No","Yes",30,5,1,4,1,0,6.5,5
"4929","ALL","Lifetime","INITIAL_PURCHASE","Web",199,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",26,15,0,2,0,199,1028.57142857143,5
"26874","ITA","Limited","INITIAL_PURCHASE","App",NA,"NULL","No","Yes","Off","US/Canada","Consumer","App","Yes","Yes",87,25,0,22,0,0,3.28571428571429,2
"17192","ENG","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,6.46428571428571,4
"29557","ESP","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",31,0,0,0,0,0,3.28571428571429,2
"22160","EBR","Limited","INITIAL_PURCHASE","Web",8.72,"EUR","No","No","On","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,10.3768,26.1071428571429,4
"27029","JPN","Lifetime","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",3,0,0,0,0,0,1046.85714285714,2
"7770","ESP","Limited","INITIAL_PURCHASE","Web",69.96,"USD","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",15,7,6,2,1,69.96,6.53571428571429,5
"17230","ESP","Limited","INITIAL_PURCHASE","Web",35.97,"USD","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,35.97,3.28571428571429,4
"33452","ITA","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,3.28571428571429,2
"5551","ALL","Lifetime","INITIAL_PURCHASE","Web",217.31,"USD","No","No","Off","Other","Other","Unknown","No","No",7,0,0,0,0,217.31,1028.57142857143,4
"15115","ALL","Lifetime","INITIAL_PURCHASE","Web",189,"USD","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,189,1028.42857142857,4
"28367","ESP","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",4,0,0,0,0,0,3.21428571428571,2
"37464","ESP","Limited","RENEWAL","App",NA,"NULL","No","Yes","Off","US/Canada","Consumer","App","Yes","Yes",185,8,0,8,0,0,13.1428571428571,2
"18281","TGL","Limited","INITIAL_PURCHASE","Web",155.76,"USD","No","No","On","Other","Other","Unknown","No","No",2,2,0,1,0,155.76,26.1071428571429,4
"12072","HEB","Limited","INITIAL_PURCHASE","Web",170.69,"USD","No","No","On","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,170.69,13.0714285714286,4
"9490","FRA","Limited","INITIAL_PURCHASE","Web",0,"USD","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",38,0,0,0,0,0,6.46428571428571,5
"728","RUS","Limited","INITIAL_PURCHASE","Web",38.22,"USD","No","No","On","US/Canada","Consumer","Web","Yes","Yes",12,1,0,1,0,38.22,3.21428571428571,5
"5284","ALL","Lifetime","INITIAL_PURCHASE","Web",199,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",219,98,0,30,0,199,1028.10714285714,5
"30381","ESP","Lifetime","INITIAL_PURCHASE","App",NA,"NULL","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",7,0,0,0,0,0,1027.53571428571,2
"9204","JPN","Lifetime","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",NA,NA,NA,NA,NA,0,1043.75,5
"26813","ESC","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","Europe","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,6.53571428571429,2
"33754","FRA","Limited","RENEWAL","App",NA,"NULL","No","Yes","On","US/Canada","Consumer","App","Yes","Yes",6,5,0,3,0,0,6.28571428571429,2
"24732","FRA","Limited","INITIAL_PURCHASE","Web",13.61,"GBP","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,17.9652,3.28571428571429,4
"38036","ALL","Lifetime","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",8,3,0,1,0,0,1027.67857142857,2
"21625","TGL","Limited","INITIAL_PURCHASE","Web",120,"EUR","No","No","On","Europe","Consumer","Web","Yes","Yes",37,0,0,0,0,142.8,26.1071428571429,1
"17761","FRA","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",17,0,0,0,0,0,6.46428571428571,5
"564","ENG","Limited","INITIAL_PURCHASE","Web",0,"USD","Yes","No","Off","Other","Consumer","Web","Yes","Yes",1,0,0,0,0,0,3.21428571428571,4
"25936","ESP","Limited","INITIAL_PURCHASE","App",69990000,"USD","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",1,0,0,0,0,69.99,6.5,2
"1401","FRA","Limited","RENEWAL","Web",79,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",131,21,12,7,1,79,9.85714285714286,5
"8069","ESC","Limited","RENEWAL","Web",35.97,"USD","No","Yes","On","US/Canada","Consumer","Web","Yes","Yes",3,0,0,0,0,35.97,6.75,5
"26839","ALL","Lifetime","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",6,0,0,0,0,0,1027.71428571429,2
"21957","EBR","Limited","INITIAL_PURCHASE","Web",27.73,"EUR","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,32.9987,3.28571428571429,4
"24254","CHI","Limited","RENEWAL","Web",15.83,"GBP","No","No","On","Other","Other","Unknown","No","No",56,56,0,2,0,20.8956,9.89285714285714,4
"36598","ENG","Limited","RENEWAL","App",NA,"NULL","No","Yes","Off","US/Canada","Consumer","App","Yes","Yes",NA,NA,NA,NA,NA,0,13.1428571428571,2
"7680","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","On","Other","Other","Unknown","No","No",13,0,0,0,0,0,6.89285714285714,4
"20979","ENG","Limited","INITIAL_PURCHASE","Web",13.59,"EUR","No","No","Off","Europe","Consumer","Web","Yes","Yes",NA,NA,NA,NA,NA,16.1721,26.1071428571429,1
"34614","ESP","Limited","RENEWAL","App",NA,"NULL","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",1,0,0,0,0,0,19.5357142857143,2
"21824","NED","Lifetime","INITIAL_PURCHASE","Web",0,"EUR","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,1043.78571428571,4
"6886","ALL","Lifetime","INITIAL_PURCHASE","Web",170.1,"USD","No","No","Off","Other","Consumer","Web","No","Yes",2,1,0,1,0,170.1,1028.57142857143,4
"34476","ITA","Limited","RENEWAL","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",1,0,0,0,0,0,13.0357142857143,2
"37323","ESP","Limited","RENEWAL","App",NA,"NULL","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",4,0,0,0,0,0,6.5,2
"17713","ALL","Lifetime","INITIAL_PURCHASE","Web",199,"USD","No","No","Off","Other","Other","Unknown","No","No",2,0,0,0,0,199,1027.39285714286,4
"1344","ALL","Limited","INITIAL_PURCHASE","Web",95.88,"USD","Yes","No","On","US/Canada","Consumer","App","No","Yes",NA,NA,NA,NA,NA,95.88,13.0357142857143,5
"2412","ESP","Limited","INITIAL_PURCHASE","Web",35.97,"USD","No","Yes","Off","US/Canada","Consumer","App","Yes","Yes",22,1,0,1,0,35.97,3.60714285714286,5
"7214","ITA","Limited","RENEWAL","Web",119,"USD","No","No","On","US/Canada","Consumer","Web","Yes","Yes",3,0,0,0,0,119,19.5357142857143,5
"27284","GRK","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,6.57142857142857,2
"13231","POR","Limited","INITIAL_PURCHASE","Web",70.29,"USD","No","No","On","Other","Other","Unknown","No","No",2,0,0,0,0,70.29,6.53571428571429,4
"20778","DEU","Limited","INITIAL_PURCHASE","Web",38.66,"EUR","No","No","On","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,46.0054,4.42857142857143,4
"35413","ESP","Limited","RENEWAL","App",NA,"NULL","No","No","On","Other","Other","Unknown","No","No",2,0,0,0,0,0,13.0714285714286,3
"35254","TGL","Limited","RENEWAL","App",NA,"NULL","No","Yes","Off","US/Canada","Consumer","App","Yes","Yes",15,0,0,0,0,0,13.2857142857143,2
"27857","ALL","Lifetime","INITIAL_PURCHASE","App",NA,"NULL","No","No","Off","Europe","Consumer","Web","No","Yes",6,4,4,1,1,0,1028.03571428571,1
"13526","ITA","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,6.46428571428571,4
"28942","DEU","Limited","INITIAL_PURCHASE","App",NA,"NULL","No","Yes","On","US/Canada","Consumer","App","Yes","Yes",14,2,0,1,0,0,12.25,2
"5466","ALL","Lifetime","INITIAL_PURCHASE","Web",199,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",151,18,2,17,1,199,1027.64285714286,5
"15182","ITA","Limited","RENEWAL","Web",79,"USD","No","No","On","Other","Other","Unknown","No","No",4,4,0,3,0,79,9.82142857142857,4
"2132","ALL","Lifetime","INITIAL_PURCHASE","Web",189,"USD","No","Yes","Off","US/Canada","Consumer","App","Yes","Yes",114,20,15,6,3,189,1028.75,5
"12093","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","On","Other","Consumer","Web","Yes","Yes",NA,NA,NA,NA,NA,0,19.5357142857143,4
"4210","ESP","Limited","INITIAL_PURCHASE","Web",74.52,"USD","No","No","On","US/Canada","Other","Web","Yes","Yes",NA,NA,NA,NA,NA,74.52,6.5,5
"35139","ESC","Limited","RENEWAL","App",NA,"NULL","No","Yes","Off","US/Canada","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,13.1428571428571,2
"1116","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","On","US/Canada","Consumer","Web","Yes","Yes",9,0,0,0,0,0,6.57142857142857,5
"21601","CHI","Limited","INITIAL_PURCHASE","Web",0,"EUR","No","No","Off","Europe","Consumer","Web","No","Yes",NA,NA,NA,NA,NA,0,1.42857142857143,1
"26664","JPN","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",1,0,0,0,0,0,6.53571428571429,2
"13608","CHI","Limited","INITIAL_PURCHASE","Web",0,"USD","Yes","No","Off","Other","Consumer","Web","Yes","Yes",NA,NA,NA,NA,NA,0,6.46428571428571,4
"29604","ESP","Limited","RENEWAL","App",NA,"NULL","Yes","No","Off","Other","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,6.53571428571429,2
"35846","ITA","Limited","RENEWAL","App",NA,"NULL","Yes","No","Off","Europe","Consumer","App","Yes","Yes",NA,NA,NA,NA,NA,0,6.5,2
"23255","ESC","Limited","INITIAL_PURCHASE","Web",72,"GBP","No","No","On","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,95.04,6.5,4
"36175","ESP","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",14,0,0,0,0,0,3.28571428571429,2
"23551","ESC","Limited","INITIAL_PURCHASE","Web",59,"GBP","No","No","On","Europe","Consumer","Web","No","Yes",NA,NA,NA,NA,NA,77.88,6.5,1
"22661","EBR","Limited","INITIAL_PURCHASE","Web",25,"EUR","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,29.75,3.25,4
"13174","ESP","Limited","INITIAL_PURCHASE","Web",89,"USD","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,89,26.1071428571429,4
"7563","FRA","Limited","INITIAL_PURCHASE","Web",0,"USD","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",183,21,0,16,0,0,9.78571428571428,5
"38685","FRA","Limited","RENEWAL","App",NA,"NULL","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,6.57142857142857,3
"7062","ALL","Lifetime","INITIAL_PURCHASE","Web",199,"USD","No","No","Off","Other","Other","Unknown","No","No",12,10,4,3,1,199,1027.57142857143,4
"16057","KIS","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",NA,NA,NA,NA,NA,0,6.46428571428571,5
"24972","ITA","Limited","INITIAL_PURCHASE","Web",13.61,"GBP","No","No","On","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,17.9652,3.28571428571429,4
"25812","ENG","Limited","INITIAL_PURCHASE","App",44990000,"USD","No","Yes","On","US/Canada","Consumer","App","Yes","Yes",14,1,0,1,0,44.99,3.39285714285714,3
"37305","FRA","Limited","RENEWAL","App",NA,"NULL","No","Yes","Off","US/Canada","Consumer","App","Yes","Yes",10,0,0,0,0,0,13.1428571428571,2
"5793","ESP","Limited","INITIAL_PURCHASE","Web",35.97,"USD","No","Yes","On","US/Canada","Consumer","Web","Yes","Yes",7,2,1,2,1,35.97,3.53571428571429,5
"28033","ESP","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",7,0,0,0,0,0,3.28571428571429,2
"18824","KIS","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","No","Yes",NA,NA,NA,NA,NA,0,8.64285714285714,5
"1074","ENG","Limited","INITIAL_PURCHASE","Web",65.94,"USD","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",1,0,0,0,0,65.94,6.5,5
"28043","DEU","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",14,5,3,2,1,0,10.5714285714286,2
"908","ESP","Limited","RENEWAL","Web",109,"USD","Yes","No","On","US/Canada","Other","App","Yes","Yes",2,2,0,1,0,109,26.1071428571429,5
"7570","DEU","Limited","INITIAL_PURCHASE","Web",0,"USD","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",31,0,0,0,0,0,13.0357142857143,5
"21051","DEU","Limited","INITIAL_PURCHASE","Web",13.94,"EUR","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,16.5886,4.21428571428571,4
"36223","ESP","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",22,0,0,0,0,0,13.0357142857143,2
"16557","ESP","Limited","INITIAL_PURCHASE","Web",35.97,"USD","No","No","Off","Other","Other","Unknown","No","No",12,1,0,1,0,35.97,3.25,4
"11381","FRA","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","No","Yes",NA,NA,NA,NA,NA,0,6.5,5
"4448","ESP","Limited","INITIAL_PURCHASE","Web",35.97,"USD","No","No","On","US/Canada","Consumer","Web","Yes","Yes",10,1,0,1,0,35.97,3.28571428571429,5
"9165","JPN","Limited","INITIAL_PURCHASE","Web",119.5,"USD","No","No","On","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,119.5,26.1071428571429,4
"28933","ALL","Limited","RENEWAL","App",NA,"NULL","No","Yes","On","Other","Consumer","App","Yes","Yes",NA,NA,NA,NA,NA,0,13.1428571428571,2
"34283","ALL","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",15,0,0,0,0,0,13.0357142857143,2
"20507","EBR","Limited","INITIAL_PURCHASE","Web",96.6,"EUR","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,114.954,3.28571428571429,4
"5142","ESP","Limited","INITIAL_PURCHASE","Web",35.97,"USD","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",149,7,0,3,0,35.97,3.25,5
"16707","CHI","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",209,46,0,26,0,0,3.21428571428571,5
"7503","ALL","Lifetime","INITIAL_PURCHASE","Web",189,"USD","No","Yes","Off","US/Canada","Consumer","Web","No","Yes",13,12,2,4,1,189,1028.75,5
"31701","ALL","Lifetime","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",5,0,0,0,0,0,1027.64285714286,2
"5472","ENG","Limited","RENEWAL","Web",119,"USD","No","No","On","US/Canada","Consumer","Web","Yes","Yes",2,0,0,0,0,119,26.1071428571429,5
"31843","RUS","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",22,0,0,0,0,0,3.28571428571429,2
"26950","ITA","Limited","RENEWAL","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",45,0,0,0,0,0,6.57142857142857,2
"23438","DEU","Limited","RENEWAL","Web",10.83,"GBP","Yes","No","Off","Europe","Consumer","App","No","Yes",2,0,0,0,0,14.2956,9.96428571428571,1
"38311","ESP","Limited","RENEWAL","App",NA,"NULL","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",4,0,0,0,0,0,6.5,2
"10454","POR","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",18,0,0,0,0,0,13.0357142857143,5
"35267","CHI","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","Europe","Consumer","App","Yes","Yes",44,1,0,1,0,0,3.28571428571429,2
"23744","ESC","Limited","INITIAL_PURCHASE","Web",49,"GBP","No","Yes","On","Europe","Consumer","Web","No","Yes",4,4,4,1,1,64.68,3.46428571428571,1
"9989","DEU","Limited","RENEWAL","Web",79,"USD","Yes","No","Off","Europe","Consumer","Web","No","Yes",NA,NA,NA,NA,NA,79,6.85714285714286,1
"10567","NED","Limited","RENEWAL","Web",79,"USD","No","Yes","On","Europe","Consumer","Web","Yes","Yes",4,0,0,0,0,79,9.89285714285714,1
"5304","DEU","Limited","INITIAL_PURCHASE","Web",70.29,"USD","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",33,2,0,2,0,70.29,6.5,5
"26006","ESP","Limited","RENEWAL","App",33.99,"USD","Yes","No","Off","US/Canada","Consumer","App","No","Yes",12,3,3,1,1,3.399e-05,3.85714285714286,5
"6554","ALL","Lifetime","INITIAL_PURCHASE","Web",199,"USD","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",190,19,8,16,5,199,1027.53571428571,5
"494","ENG","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",2,0,0,0,0,0,6.5,5
"7447","FRA","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","No","Yes",NA,NA,NA,NA,NA,0,7.57142857142857,5
"9134","ESP","Limited","INITIAL_PURCHASE","Web",38.24,"USD","No","Yes","On","US/Canada","Consumer","Web","Yes","Yes",9,2,2,1,1,38.24,3.64285714285714,5
"6956","ALL","Lifetime","INITIAL_PURCHASE","Web",199,"USD","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",42,17,0,6,0,199,1027.57142857143,5
"37066","ESP","Limited","RENEWAL","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",13,0,0,0,0,0,14.1071428571429,2
"36474","ITA","Limited","INITIAL_PURCHASE","App",NA,"NULL","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,3.28571428571429,3
"3089","ESP","Lifetime","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",1,0,0,0,0,0,1044.17857142857,5
"12763","TUR","Limited","INITIAL_PURCHASE","Web",65.94,"USD","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",37,10,0,6,0,65.94,6.57142857142857,5
"21554","ESC","Limited","INITIAL_PURCHASE","Web",38.66,"EUR","Yes","No","Off","Europe","Consumer","App","No","Yes",NA,NA,NA,NA,NA,46.0054,5.39285714285714,1
"39434","VIE","Limited","INITIAL_PURCHASE","App",69990000,"EUR","No","Yes","On","Other","Consumer","App","Yes","Yes",NA,NA,NA,NA,NA,83.2881,6.67857142857143,2
"39581","ARA","Limited","RENEWAL","App",29990000,"GBP","Yes","No","On","Europe","Consumer","App","No","Yes",NA,NA,NA,NA,NA,39.5868,6.71428571428571,3
"26922","ENG","Limited","RENEWAL","App",NA,"NULL","Yes","No","Off","Europe","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,14.8571428571429,2
"28028","ESP","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,3.25,2
"23110","ITA","Limited","INITIAL_PURCHASE","Web",49,"GBP","Yes","No","On","Europe","Consumer","App","No","Yes",NA,NA,NA,NA,NA,64.68,3.28571428571429,1
"35299","ENG","Limited","RENEWAL","App",NA,"NULL","No","Yes","Off","US/Canada","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,13.1428571428571,2
"12066","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","No","Yes","Off","US/Canada","Consumer","Web","No","Yes",NA,NA,NA,NA,NA,0,3.39285714285714,5
"20055","SVE","Limited","INITIAL_PURCHASE","Web",62.3,"EUR","No","No","On","Europe","Consumer","Web","No","Yes",NA,NA,NA,NA,NA,74.137,6.53571428571429,1
"7877","ENG","Limited","INITIAL_PURCHASE","Web",0,"USD","No","Yes","Off","US/Canada","Consumer","Web","Yes","Yes",NA,NA,NA,NA,NA,0,13.1785714285714,5
"31884","KOR","Limited","RENEWAL","App",NA,"NULL","No","Yes","Off","US/Canada","Consumer","App","Yes","Yes",17,0,0,0,0,0,13.1428571428571,2
"6391","ITA","Limited","INITIAL_PURCHASE","Web",70.56,"USD","Yes","No","Off","US/Canada","Consumer","Web","Yes","Yes",1,0,0,0,0,70.56,6.53571428571429,5
"1167","ESP","Limited","RENEWAL","Web",119,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",1,1,0,1,0,119,19.5714285714286,5
