Language,Subscription.Type,Subscription.Event.Type,Purchase.Store,Purchase.Amount,Currency,Demo.User,Free.Trial.User,Auto.Renew,Country,User.Type,Lead.Platform,Email.Subscriber,Push.Notifications,Send.Count,Open.Count,Click.Count,Unique.Open.Count,Unique.Click.Count,Dollar_val,sub_len_mnth,cluster
ENG,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,14,0,0,0,0,0,3.214285714,5
ESP,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,3,1,0,1,0,0,3.214285714,5
ESP,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,12,5,4,2,1,0,3.214285714,5
ALL,Limited,RENEWAL,App,,NULL,No,Yes,On,US/Canada,Consumer,App,Yes,Yes,4,0,0,0,0,0,13.14285714,5
ESC,Limited,INITIAL_PURCHASE,App,,NULL,No,No,On,Other,Other,Unknown,No,No,,,,,,0,3.285714286,1
ESP,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,No,Yes,,,,,,0,13.03571429,5
ESP,Limited,RENEWAL,App,,NULL,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,4,0,0,0,0,0,12.53571429,5
ESP,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,98,43,0,29,0,0,13.03571429,5
TUR,Limited,RENEWAL,App,,NULL,No,Yes,Off,US/Canada,Consumer,App,Yes,Yes,38,2,1,2,1,0,13.14285714,5
ITA,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,4,0,0,0,0,0,3.285714286,5
ESP,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,17,0,0,0,0,0,3.285714286,5
ALL,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,On,Europe,Consumer,App,No,Yes,,,,,,0,13.03571429,6
ESP,Limited,INITIAL_PURCHASE,App,,NULL,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,115,1,0,1,0,0,12.10714286,5
ALL,Limited,INITIAL_PURCHASE,App,,NULL,No,No,On,Other,Other,Unknown,No,No,,,,,,0,13.03571429,1
ESP,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,Other,Consumer,App,Yes,Yes,,,,,,0,3.25,6
ESP,Limited,RENEWAL,App,,NULL,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,4,2,0,2,0,0,12.5,5
ESP,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,13,0,0,0,0,0,6.5,5
SVE,Limited,RENEWAL,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,13,0,0,0,0,0,13.03571429,5
ENG,Limited,RENEWAL,App,,NULL,Yes,No,Off,Other,Consumer,App,No,Yes,,,,,,0,8.75,6
ESP,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,4,0,0,0,0,0,13.07142857,5
CHI,Limited,RENEWAL,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,17,0,0,0,0,0,6.5,5
FRA,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,11,0,0,0,0,0,10.32142857,5
SVE,Limited,RENEWAL,App,,NULL,No,Yes,On,US/Canada,Consumer,App,Yes,Yes,3,0,0,0,0,0,26.21428571,5
SVE,Limited,INITIAL_PURCHASE,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,3.214285714,1
ALL,Lifetime,INITIAL_PURCHASE,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,1027.785714,1
ESP,Limited,RENEWAL,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,13.14285714,1
ITA,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,7,1,0,1,0,0,6.5,5
ITA,Limited,RENEWAL,App,,NULL,Yes,No,On,Europe,Consumer,App,Yes,Yes,,,,,,0,17.35714286,6
ESP,Limited,RENEWAL,App,,NULL,No,Yes,Off,US/Canada,Consumer,App,Yes,Yes,17,1,0,1,0,0,13.17857143,5
ESP,Limited,INITIAL_PURCHASE,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,13.03571429,1
ITA,Limited,INITIAL_PURCHASE,App,,NULL,No,No,On,Other,Other,Unknown,No,No,,,,,,0,6.5,1
DEU,Limited,INITIAL_PURCHASE,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,3.214285714,1
ESC,Limited,RENEWAL,App,,NULL,Yes,No,Off,Europe,Consumer,App,Yes,Yes,14,0,0,0,0,0,6.464285714,6
ESP,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,18,0,0,0,0,0,3.214285714,5
ESC,Limited,INITIAL_PURCHASE,App,,NULL,No,No,On,Other,Other,Unknown,No,No,,,,,,0,3.214285714,1
ITA,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,13,4,4,1,1,0,10.82142857,5
ESP,Limited,RENEWAL,App,,NULL,No,Yes,Off,US/Canada,Consumer,App,Yes,Yes,1,0,0,0,0,0,13.14285714,5
ITA,Limited,RENEWAL,App,,NULL,No,Yes,On,US/Canada,Consumer,App,Yes,Yes,9,0,0,0,0,0,10.78571429,5
ESP,Limited,RENEWAL,App,,NULL,Yes,No,Off,Other,Consumer,App,Yes,Yes,,,,,,0,10.71428571,6
ESP,Limited,RENEWAL,App,,NULL,No,Yes,On,US/Canada,Consumer,App,Yes,Yes,11,0,0,0,0,0,12.07142857,5
FRA,Lifetime,INITIAL_PURCHASE,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,1,1,0,1,0,0,1027.714286,1
ESP,Limited,RENEWAL,App,,NULL,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,1,0,0,0,0,0,13.07142857,5
ESC,Limited,RENEWAL,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,13.14285714,1
EBR,Limited,RENEWAL,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,1.214285714,1
GRK,Limited,INITIAL_PURCHASE,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,3.285714286,1
ESP,Limited,RENEWAL,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,2.464285714,1
ITA,Limited,RENEWAL,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,13.14285714,1
DEU,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,Europe,Consumer,App,Yes,Yes,5,1,0,1,0,0,3.25,6
JPN,Limited,RENEWAL,App,,NULL,No,Yes,Off,US/Canada,Consumer,App,Yes,Yes,18,0,0,0,0,0,13.14285714,5
ENG,Limited,RENEWAL,App,,NULL,No,Yes,Off,US/Canada,Consumer,App,No,Yes,,,,,,0,13.14285714,5
ENG,Limited,RENEWAL,App,,NULL,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,5,4,0,2,0,0,10.28571429,5
EBR,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,Europe,Consumer,App,Yes,Yes,,,,,,0,3.285714286,6
ESP,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,Europe,Consumer,App,Yes,Yes,,,,,,0,3.25,6
DEU,Limited,RENEWAL,App,,NULL,No,Yes,Off,US/Canada,Consumer,App,Yes,Yes,79,0,0,0,0,0,9.75,5
ALL,Limited,INITIAL_PURCHASE,App,,NULL,No,No,On,Other,Other,Unknown,No,No,7,0,0,0,0,0,13.03571429,1
ESC,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,17,0,0,0,0,0,3.285714286,5
ESP,Limited,RENEWAL,App,,NULL,No,Yes,Off,US/Canada,Consumer,App,No,Yes,140,31,0,14,0,0,13.14285714,5
ARA,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,17,0,0,0,0,0,13.03571429,5
ESP,Limited,INITIAL_PURCHASE,App,,NULL,No,No,On,Other,Other,Unknown,No,No,30,0,0,0,0,0,13.60714286,1
FRA,Limited,RENEWAL,App,,NULL,No,Yes,Off,Other,Consumer,App,No,Yes,,,,,,0,13.14285714,6
ALL,Limited,RENEWAL,App,,NULL,No,Yes,On,US/Canada,Consumer,App,Yes,Yes,5,0,0,0,0,0,13.21428571,5
ENG,Limited,INITIAL_PURCHASE,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,3.178571429,1
ALL,Limited,RENEWAL,App,,NULL,No,Yes,On,US/Canada,Consumer,App,Yes,Yes,10,10,0,1,0,0,13.14285714,5
ALL,Lifetime,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,6,1,0,1,0,0,1028.214286,5
ALL,Lifetime,INITIAL_PURCHASE,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,1027.714286,1
ENG,Limited,RENEWAL,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,3.178571429,1
ESP,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,2,0,0,0,0,0,3.285714286,5
FRA,Limited,RENEWAL,App,,NULL,No,Yes,Off,US/Canada,Consumer,App,No,Yes,,,,,,0,13.14285714,5
ESP,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,6,3,0,1,0,0,3.285714286,5
EBR,Limited,RENEWAL,App,,NULL,No,No,On,Other,Other,Unknown,No,No,1,1,0,1,0,0,4.571428571,1
ESP,Limited,INITIAL_PURCHASE,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,12,0,0,0,0,0,11.21428571,1
ENG,Limited,RENEWAL,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,17,0,0,0,0,0,12.96428571,5
FRA,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,35,1,0,1,0,0,3.214285714,5
ENG,Limited,INITIAL_PURCHASE,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,3.25,1
ESP,Limited,RENEWAL,App,,NULL,No,Yes,On,US/Canada,Consumer,App,Yes,Yes,10,0,0,0,0,0,11.78571429,5
FRA,Limited,RENEWAL,App,,NULL,Yes,No,Off,Other,Consumer,App,No,Yes,,,,,,0,9.75,6
ESP,Limited,RENEWAL,App,,NULL,Yes,No,Off,Europe,Consumer,App,No,Yes,,,,,,0,9.75,6
ENG,Limited,RENEWAL,App,,NULL,No,Yes,Off,Other,Consumer,App,No,Yes,,,,,,0,13.14285714,6
ESP,Limited,INITIAL_PURCHASE,App,,NULL,No,No,On,Other,Other,Unknown,No,No,25,10,6,5,1,0,10.53571429,1
ENG,Limited,RENEWAL,App,,NULL,No,Yes,Off,Europe,Consumer,App,No,Yes,,,,,,0,13.14285714,6
ESP,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,,,,,,0,3.25,5
ENG,Limited,RENEWAL,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,2.178571429,1
ENG,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,41,1,0,1,0,0,13.03571429,5
ITA,Limited,RENEWAL,App,,NULL,No,Yes,Off,Other,Consumer,App,Yes,Yes,,,,,,0,5.464285714,6
JPN,Limited,RENEWAL,App,,NULL,No,No,On,Other,Other,Unknown,No,No,2,1,1,1,1,0,11.82142857,1
KOR,Limited,RENEWAL,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,17,0,0,0,0,0,13.03571429,5
ALL,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,9,0,0,0,0,0,13.03571429,5
ESP,Limited,RENEWAL,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,1,0,0,0,0,0,6.535714286,5
ENG,Limited,RENEWAL,App,,NULL,No,Yes,Off,Other,Consumer,App,No,Yes,,,,,,0,13.14285714,6
FRA,Limited,RENEWAL,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,1,0,0,0,0,0,13.07142857,5
ESP,Limited,RENEWAL,App,,NULL,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,2,0,0,0,0,0,13.07142857,5
EBR,Limited,RENEWAL,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,13.14285714,1
FRA,Limited,RENEWAL,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,1,1,0,1,0,0,5.214285714,1
FRA,Limited,RENEWAL,App,,NULL,No,Yes,Off,Europe,Consumer,App,Yes,Yes,27,1,0,1,0,0,13.14285714,6
ESP,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,Other,Consumer,App,No,Yes,,,,,,0,3.285714286,6
FRA,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,Europe,Consumer,App,Yes,Yes,,,,,,0,3.178571429,6
FRA,Limited,INITIAL_PURCHASE,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,3.214285714,1
FRA,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,6,0,0,0,0,0,3.214285714,5
ARA,Limited,RENEWAL,App,,NULL,No,Yes,Off,US/Canada,Consumer,App,No,Yes,32,0,0,0,0,0,13.14285714,5
FRA,Limited,INITIAL_PURCHASE,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,1.071428571,1
FRA,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,No,Yes,,,,,,0,3.285714286,5
ESP,Limited,RENEWAL,App,,NULL,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,1,0,0,0,0,0,6.5,5
ESP,Limited,RENEWAL,App,,NULL,No,Yes,Off,US/Canada,Consumer,App,No,Yes,,,,,,0,13.14285714,5
ESP,Limited,RENEWAL,App,,NULL,No,Yes,Off,US/Canada,Consumer,App,Yes,Yes,41,0,0,0,0,0,13.17857143,5
FRA,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,Europe,Consumer,App,No,Yes,,,,,,0,13.03571429,6
ALL,Lifetime,INITIAL_PURCHASE,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,1027.321429,1
ESP,Limited,RENEWAL,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,6.5,1
NED,Limited,RENEWAL,App,,NULL,No,Yes,Off,Other,Other,Unknown,No,No,,,,,,0,13.17857143,1
JPN,Limited,RENEWAL,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,13.14285714,1
RUS,Limited,RENEWAL,App,,NULL,No,Yes,Off,US/Canada,Consumer,App,No,Yes,7,4,2,3,1,0,13.14285714,5
DEU,Limited,RENEWAL,App,,NULL,No,Yes,Off,US/Canada,Consumer,App,Yes,Yes,17,0,0,0,0,0,13.14285714,5
ESP,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,No,Yes,,,,,,0,13.03571429,5
ALL,Limited,RENEWAL,App,,NULL,No,Yes,On,US/Canada,Consumer,App,No,Yes,5,0,0,0,0,0,13.14285714,5
ITA,Limited,RENEWAL,App,,NULL,No,Yes,Off,US/Canada,Consumer,App,No,Yes,,,,,,0,13.14285714,5
FRA,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,Other,Consumer,App,No,Yes,7,6,6,2,2,0,13.03571429,6
DEU,Limited,RENEWAL,App,,NULL,No,Yes,Off,US/Canada,Consumer,App,Yes,Yes,15,0,0,0,0,0,13.14285714,5
NED,Limited,RENEWAL,App,,NULL,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,1,0,0,0,0,0,13.07142857,5
GRK,Limited,RENEWAL,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,7,0,0,0,0,0,13.07142857,5
FRA,Limited,INITIAL_PURCHASE,App,,NULL,No,No,On,Other,Other,Unknown,No,No,2,0,0,0,0,0,6.535714286,1
ESP,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,18,0,0,0,0,0,3.214285714,5
ESP,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,15,0,0,0,0,0,13.03571429,5
ESP,Limited,RENEWAL,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,13.39285714,1
ESP,Limited,RENEWAL,App,,NULL,No,Yes,On,US/Canada,Consumer,App,Yes,Yes,4,0,0,0,0,0,10.53571429,5
ESC,Limited,RENEWAL,App,,NULL,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,3,1,0,1,0,0,9.785714286,5
ESP,Limited,RENEWAL,App,,NULL,No,Yes,Off,US/Canada,Consumer,App,Yes,Yes,190,76,0,67,0,0,13.14285714,5
ESC,Limited,RENEWAL,App,,NULL,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,3,0,0,0,0,0,11.57142857,5
ESP,Limited,RENEWAL,App,,NULL,No,No,On,Other,Other,Unknown,No,No,1,1,0,1,0,0,10.03571429,1
ESP,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,17,0,0,0,0,0,13.03571429,5
ENG,Limited,RENEWAL,App,,NULL,No,Yes,Off,Other,Consumer,App,Yes,Yes,1,0,0,0,0,0,13.17857143,6
ALL,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,8,2,2,1,1,0,13.03571429,5
GRK,Limited,RENEWAL,App,,NULL,Yes,No,Off,Europe,Consumer,App,No,Yes,,,,,,0,9.785714286,6
ESP,Limited,RENEWAL,App,,NULL,No,No,On,US/Canada,Consumer,Web,Yes,Yes,3,0,0,0,0,0,11.57142857,5
FRA,Limited,RENEWAL,App,,NULL,No,Yes,Off,US/Canada,Consumer,App,Yes,Yes,10,0,0,0,0,0,13.14285714,5
ENG,Limited,RENEWAL,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,13.14285714,1
ESP,Limited,RENEWAL,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,No,Yes,,,,,,0,4.285714286,5
EBR,Limited,RENEWAL,App,,NULL,No,Yes,Off,Europe,Consumer,App,No,Yes,,,,,,0,13.14285714,6
ESP,Limited,INITIAL_PURCHASE,App,,NULL,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,42,0,0,0,0,0,1.392857143,5
TGL,Limited,RENEWAL,App,,NULL,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,2,0,0,0,0,0,26.10714286,5
CHI,Lifetime,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,Other,Consumer,App,Yes,Yes,2,2,2,1,1,0,1031.392857,6
ESP,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,202,40,10,22,4,0,3.25,5
ALL,Lifetime,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,4,4,4,1,1,0,1027.392857,5
JPN,Limited,RENEWAL,App,,NULL,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,4,0,0,0,0,0,12.75,5
ESP,Limited,INITIAL_PURCHASE,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,13.03571429,1
ITA,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,7,0,0,0,0,0,3.214285714,5
ESP,Limited,RENEWAL,App,,NULL,No,Yes,On,US/Canada,Consumer,App,Yes,Yes,13,5,0,3,0,0,12.28571429,5
POR,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,6,0,0,0,0,0,3.214285714,5
EBR,Lifetime,INITIAL_PURCHASE,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,1,1,0,1,0,0,1027.785714,1
CHI,Limited,RENEWAL,App,,NULL,No,Yes,Off,US/Canada,Consumer,App,No,Yes,,,,,,0,13.14285714,5
ITA,Limited,INITIAL_PURCHASE,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,3.214285714,1
ALL,Limited,INITIAL_PURCHASE,App,,NULL,No,No,On,Other,Other,Unknown,No,No,,,,,,0,13.03571429,1
ESP,Limited,RENEWAL,App,,NULL,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,4,0,0,0,0,0,6.5,5
ESP,Limited,RENEWAL,App,,NULL,No,Yes,Off,US/Canada,Consumer,App,No,Yes,,,,,,0,13.14285714,5
POL,Limited,RENEWAL,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,13.14285714,1
ALL,Limited,RENEWAL,App,,NULL,No,Yes,On,US/Canada,Consumer,App,Yes,Yes,18,0,0,0,0,0,13.42857143,5
ESP,Limited,INITIAL_PURCHASE,App,,NULL,No,Yes,Off,US/Canada,Consumer,App,No,Yes,,,,,,0,13.5,5
EBR,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,On,Other,Consumer,App,Yes,Yes,,,,,,0,3.285714286,6
ESC,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,15,0,0,0,0,0,13.03571429,5
ESP,Limited,RENEWAL,App,,NULL,No,Yes,Off,US/Canada,Consumer,App,Yes,Yes,2,0,0,0,0,0,13.14285714,5
ITA,Limited,RENEWAL,App,,NULL,No,Yes,Off,US/Canada,Consumer,App,No,Yes,,,,,,0,13.14285714,5
ESP,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,10,3,0,2,0,0,12.25,5
ENG,Limited,RENEWAL,App,,NULL,No,Yes,Off,US/Canada,Consumer,App,Yes,Yes,90,8,0,8,0,0,13.14285714,5
SVE,Limited,INITIAL_PURCHASE,App,,NULL,No,No,On,Other,Other,Unknown,No,No,5,0,0,0,0,0,3.285714286,1
ENG,Limited,RENEWAL,App,,NULL,No,Yes,On,Other,Other,Unknown,No,No,1,0,0,0,0,0,2.535714286,1
ENG,Limited,RENEWAL,App,,NULL,No,Yes,Off,Other,Consumer,App,Yes,Yes,,,,,,0,2.785714286,6
ENG,Limited,INITIAL_PURCHASE,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,3.285714286,1
KOR,Lifetime,INITIAL_PURCHASE,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,2,0,0,0,0,0,1040.714286,1
ALL,Lifetime,INITIAL_PURCHASE,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,1028.392857,1
ENG,Limited,RENEWAL,App,,NULL,Yes,No,On,US/Canada,Consumer,Web,Yes,Yes,1,0,0,0,0,0,6.5,5
ARA,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,No,Yes,7,1,1,1,1,0,13.03571429,5
RUS,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,5,1,0,1,0,0,3.285714286,5
FRA,Limited,RENEWAL,App,,NULL,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,1,0,0,0,0,0,13.07142857,5
ESP,Limited,RENEWAL,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,2,0,0,0,0,0,9.785714286,5
DEU,Limited,INITIAL_PURCHASE,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,3.214285714,1
JPN,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,No,Yes,48,8,1,7,1,0,3.214285714,5
JPN,Limited,RENEWAL,App,,NULL,No,Yes,Off,US/Canada,Consumer,App,Yes,Yes,4,0,0,0,0,0,13.17857143,5
ENG,Limited,RENEWAL,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,13.14285714,1
HEB,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,No,Yes,21,4,0,2,0,0,3.285714286,5
ESP,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,On,US/Canada,Consumer,Web,Yes,Yes,2,0,0,0,0,0,3.285714286,5
POR,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,No,Yes,156,34,15,10,2,0,13.03571429,5
ALL,Lifetime,INITIAL_PURCHASE,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,2,0,0,0,0,0,1027.357143,1
ITA,Limited,INITIAL_PURCHASE,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,1.464285714,1
POR,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,Other,Consumer,App,No,Yes,,,,,,0,13.03571429,6
ENG,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,8,0,0,0,0,0,3.214285714,5
ITA,Limited,INITIAL_PURCHASE,App,,NULL,No,No,On,Other,Other,Unknown,No,No,,,,,,0,3.285714286,1
ENG,Limited,INITIAL_PURCHASE,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,1.071428571,1
ALL,Lifetime,INITIAL_PURCHASE,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,1027.928571,1
ESP,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,17,0,0,0,0,0,3.178571429,5
ESP,Limited,RENEWAL,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,17,0,0,0,0,0,6.571428571,1
CHI,Limited,INITIAL_PURCHASE,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,13.03571429,1
FRA,Limited,RENEWAL,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,No,Yes,,,,,,0,6.571428571,5
FRA,Lifetime,INITIAL_PURCHASE,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,9,9,9,1,1,0,1027.75,1
RUS,Limited,RENEWAL,App,,NULL,Yes,No,On,Other,Consumer,Web,Yes,Yes,,,,,,0,6.5,6
FAR,Lifetime,INITIAL_PURCHASE,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,1027.321429,1
ESP,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,155,0,0,0,0,0,3.214285714,5
HEB,Limited,RENEWAL,App,,NULL,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,2,0,0,0,0,0,10.82142857,5
ESC,Limited,INITIAL_PURCHASE,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,3.178571429,1
ESP,Limited,RENEWAL,App,,NULL,No,Yes,Off,Other,Other,Unknown,No,No,5,0,0,0,0,0,13.14285714,1
JPN,Limited,RENEWAL,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,32,13,0,2,0,0,13.03571429,5
ENG,Limited,INITIAL_PURCHASE,App,,NULL,No,No,On,Other,Other,Unknown,No,No,,,,,,0,3.214285714,1
